supplier_id,supplier_name,supplier_type,risk_level,compliance_issues,key_terms,past_performance,negotiate_recommendation,supply_chain_disruption,quality_metrics,cost_metrics
S1001,Supplier 1001,Distributor,Medium,Late Delivery,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery",No,"2.39% defect rate, Meets standards","$65.77/unit, $5044.78 total cost"
S1002,Supplier 1002,Service Provider,Medium,Late Delivery,"45-day payment, 10-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules",No,"4.4% defect rate, Meets standards","$55.92/unit, $5083.01 total cost"
S1003,Supplier 1003,Manufacturer,Medium,Late Delivery,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"3.65% defect rate, Meets standards","$68.57/unit, $6678.37 total cost"
S1004,Supplier 1004,Retailer,Medium,Substandard Quality,"30-day payment, 5-day delivery",Excellent,"Include penalty clauses for late delivery, Include compliance monitoring",No,"3.84% defect rate, Meets standards","$69.94/unit, $5624.7 total cost"
S1005,Supplier 1005,Distributor,Low,Late Delivery,"45-day payment, 10-day delivery",Good,Seek alternative suppliers,Yes,"3.07% defect rate, Meets standards","$64.69/unit, $5969.12 total cost"
S1006,Supplier 1006,Retailer,Medium,,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery",Yes,"3.36% defect rate, Meets standards","$56.69/unit, $5992.11 total cost"
S1007,Supplier 1007,Retailer,Low,Substandard Quality,"60-day payment, 7-day delivery",Poor,Include compliance monitoring,No,"1.66% defect rate, Meets standards","$69.26/unit, $5822.01 total cost"
S1008,Supplier 1008,Distributor,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,Adjust delivery schedules,Yes,"4.55% defect rate, Meets standards","$50.82/unit, $5301.51 total cost"
S1009,Supplier 1009,Distributor,High,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include penalty clauses for late delivery, Adjust delivery schedules, Seek alternative suppliers",Yes,"2.7% defect rate, Meets standards","$58.2/unit, $6364.76 total cost"
S1010,Supplier 1010,Manufacturer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Include penalty clauses for late delivery, Seek alternative suppliers, Adjust delivery schedules",Yes,"2.76% defect rate, Meets standards","$60.2/unit, $6014.58 total cost"
S1011,Supplier 1011,Retailer,Medium,,"45-day payment, 10-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"3.71% defect rate, Meets standards","$60.29/unit, $5347.74 total cost"
S1012,Supplier 1012,Service Provider,High,,"45-day payment, 10-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers, Include compliance monitoring",Yes,"4.55% defect rate, Meets standards","$54.5/unit, $6502.23 total cost"
S1013,Supplier 1013,Retailer,Low,Late Delivery,"60-day payment, 7-day delivery",Good,Include penalty clauses for late delivery,No,"3.98% defect rate, Meets standards","$58.04/unit, $6588.77 total cost"
S1014,Supplier 1014,Service Provider,Medium,,"45-day payment, 10-day delivery",Good,"Include compliance monitoring, Include penalty clauses for late delivery",No,"2.77% defect rate, Meets standards","$64.22/unit, $5449.49 total cost"
S1015,Supplier 1015,Service Provider,Medium,,"60-day payment, 7-day delivery",Fair,"Adjust delivery schedules, Seek alternative suppliers",Yes,"2.85% defect rate, Meets standards","$65.55/unit, $5180.58 total cost"
S1016,Supplier 1016,Manufacturer,Medium,,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"2.11% defect rate, Meets standards","$64.37/unit, $6633.77 total cost"
S1017,Supplier 1017,Service Provider,Medium,Substandard Quality,"45-day payment, 10-day delivery",Good,"Include compliance monitoring, Seek alternative suppliers",Yes,"1.23% defect rate, Meets standards","$50.34/unit, $6028.17 total cost"
S1018,Supplier 1018,Retailer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",Yes,"4.76% defect rate, Meets standards","$63.51/unit, $5527.9 total cost"
S1019,Supplier 1019,Service Provider,Medium,Late Delivery,"60-day payment, 7-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring",No,"1.4% defect rate, Meets standards","$54.82/unit, $5393.49 total cost"
S1020,Supplier 1020,Retailer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,Include compliance monitoring,Yes,"2.08% defect rate, Meets standards","$62.91/unit, $5107.63 total cost"
S1021,Supplier 1021,Retailer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Adjust delivery schedules, Include penalty clauses for late delivery",No,"4.79% defect rate, Meets standards","$57.6/unit, $5632.85 total cost"
S1022,Supplier 1022,Distributor,High,,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery, Seek alternative suppliers",No,"3.31% defect rate, Meets standards","$61.47/unit, $5511.18 total cost"
S1023,Supplier 1023,Distributor,Low,,"30-day payment, 5-day delivery",Excellent,Adjust delivery schedules,Yes,"4.41% defect rate, Meets standards","$54.49/unit, $5333.77 total cost"
S1024,Supplier 1024,Manufacturer,High,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Include penalty clauses for late delivery, Include compliance monitoring",No,"3.78% defect rate, Meets standards","$63.55/unit, $5888.41 total cost"
S1025,Supplier 1025,Manufacturer,High,,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",Yes,"1.19% defect rate, Meets standards","$68.05/unit, $6145.67 total cost"
S1026,Supplier 1026,Distributor,High,Late Delivery,"30-day payment, 5-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules, Include penalty clauses for late delivery",No,"1.6% defect rate, Meets standards","$56.69/unit, $5116.79 total cost"
S1027,Supplier 1027,Service Provider,High,Late Delivery,"30-day payment, 5-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery, Adjust delivery schedules",No,"1.47% defect rate, Meets standards","$51.27/unit, $6262.04 total cost"
S1028,Supplier 1028,Manufacturer,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers",No,"2.93% defect rate, Meets standards","$68.79/unit, $6793.62 total cost"
S1029,Supplier 1029,Service Provider,High,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",No,"4.27% defect rate, Meets standards","$60.98/unit, $5646.03 total cost"
S1030,Supplier 1030,Distributor,Medium,Substandard Quality,"30-day payment, 5-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring",Yes,"3.87% defect rate, Meets standards","$66.64/unit, $5483.03 total cost"
S1031,Supplier 1031,Manufacturer,Medium,Late Delivery,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers",Yes,"1.83% defect rate, Meets standards","$68.92/unit, $5211.67 total cost"
S1032,Supplier 1032,Service Provider,High,,"30-day payment, 5-day delivery",Good,"Include penalty clauses for late delivery, Seek alternative suppliers, Include compliance monitoring",Yes,"2.67% defect rate, Meets standards","$67.5/unit, $5743.75 total cost"
S1033,Supplier 1033,Service Provider,Low,Substandard Quality,"45-day payment, 10-day delivery",Excellent,Include penalty clauses for late delivery,No,"3.79% defect rate, Meets standards","$60.41/unit, $6355.45 total cost"
S1034,Supplier 1034,Distributor,High,Substandard Quality,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",No,"4.58% defect rate, Meets standards","$69.55/unit, $5231.2 total cost"
S1035,Supplier 1035,Service Provider,High,,"30-day payment, 5-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers, Include compliance monitoring",No,"4.66% defect rate, Meets standards","$58.75/unit, $6566.03 total cost"
S1036,Supplier 1036,Service Provider,Medium,Substandard Quality,"45-day payment, 10-day delivery",Poor,"Seek alternative suppliers, Adjust delivery schedules",Yes,"3.02% defect rate, Meets standards","$54.99/unit, $6354.37 total cost"
S1037,Supplier 1037,Retailer,Medium,,"30-day payment, 5-day delivery",Poor,"Seek alternative suppliers, Include compliance monitoring",Yes,"2.66% defect rate, Meets standards","$67.36/unit, $5775.6 total cost"
S1038,Supplier 1038,Distributor,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Fair,"Adjust delivery schedules, Include penalty clauses for late delivery",No,"3.61% defect rate, Meets standards","$67.64/unit, $5349.54 total cost"
S1039,Supplier 1039,Distributor,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"3.65% defect rate, Meets standards","$51.19/unit, $5807.63 total cost"
S1040,Supplier 1040,Service Provider,High,,"30-day payment, 5-day delivery",Poor,"Seek alternative suppliers, Include compliance monitoring, Adjust delivery schedules",Yes,"4.89% defect rate, Meets standards","$64.74/unit, $5982.32 total cost"
S1041,Supplier 1041,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,Adjust delivery schedules,No,"2.99% defect rate, Meets standards","$56.7/unit, $5283.06 total cost"
S1042,Supplier 1042,Distributor,Low,,"30-day payment, 5-day delivery",Fair,Include compliance monitoring,No,"3.15% defect rate, Meets standards","$67.2/unit, $5576.31 total cost"
S1043,Supplier 1043,Retailer,Low,,"60-day payment, 7-day delivery",Good,Adjust delivery schedules,Yes,"2.84% defect rate, Meets standards","$54.86/unit, $5013.44 total cost"
S1044,Supplier 1044,Distributor,Low,Substandard Quality,"45-day payment, 10-day delivery",Excellent,Include compliance monitoring,Yes,"3.87% defect rate, Meets standards","$61.61/unit, $5015.3 total cost"
S1045,Supplier 1045,Distributor,Medium,,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Seek alternative suppliers",Yes,"2.34% defect rate, Meets standards","$52.6/unit, $6386.48 total cost"
S1046,Supplier 1046,Distributor,High,,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"1.14% defect rate, Meets standards","$67.67/unit, $6153.3 total cost"
S1047,Supplier 1047,Distributor,Medium,,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"3.22% defect rate, Meets standards","$52.72/unit, $6468.68 total cost"
S1048,Supplier 1048,Manufacturer,Medium,,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers",No,"2.13% defect rate, Meets standards","$62.96/unit, $5618.31 total cost"
S1049,Supplier 1049,Manufacturer,High,,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",Yes,"3.99% defect rate, Meets standards","$54.51/unit, $6201.74 total cost"
S1050,Supplier 1050,Retailer,High,Late Delivery,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",No,"1.69% defect rate, Meets standards","$65.13/unit, $6435.41 total cost"
S1051,Supplier 1051,Distributor,High,Late Delivery,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers, Include compliance monitoring",Yes,"4.38% defect rate, Meets standards","$53.68/unit, $5203.54 total cost"
S1052,Supplier 1052,Service Provider,Medium,Late Delivery,"30-day payment, 5-day delivery",Good,"Include penalty clauses for late delivery, Include compliance monitoring",No,"4.04% defect rate, Meets standards","$65.17/unit, $6447.76 total cost"
S1053,Supplier 1053,Retailer,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,Include compliance monitoring,Yes,"2.51% defect rate, Meets standards","$60.12/unit, $6102.64 total cost"
S1054,Supplier 1054,Manufacturer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Include compliance monitoring",No,"1.69% defect rate, Meets standards","$64.17/unit, $5333.47 total cost"
S1055,Supplier 1055,Service Provider,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"4.42% defect rate, Meets standards","$60.41/unit, $5807.95 total cost"
S1056,Supplier 1056,Distributor,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,"Seek alternative suppliers, Include compliance monitoring, Include penalty clauses for late delivery",No,"2.37% defect rate, Meets standards","$61.13/unit, $5086.42 total cost"
S1057,Supplier 1057,Retailer,Medium,Late Delivery,"30-day payment, 5-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules",Yes,"1.42% defect rate, Meets standards","$62.09/unit, $5494.55 total cost"
S1058,Supplier 1058,Service Provider,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Include compliance monitoring,Yes,"3.03% defect rate, Meets standards","$54.57/unit, $6829.46 total cost"
S1059,Supplier 1059,Retailer,Low,Substandard Quality,"60-day payment, 7-day delivery",Excellent,Include compliance monitoring,No,"1.16% defect rate, Meets standards","$61.51/unit, $6835.1 total cost"
S1060,Supplier 1060,Service Provider,Medium,,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers",Yes,"1.64% defect rate, Meets standards","$55.28/unit, $6595.1 total cost"
S1061,Supplier 1061,Retailer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Seek alternative suppliers, Include compliance monitoring",No,"1.53% defect rate, Meets standards","$55.99/unit, $5045.38 total cost"
S1062,Supplier 1062,Service Provider,Medium,Substandard Quality,"45-day payment, 10-day delivery",Good,"Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"3.0% defect rate, Meets standards","$59.98/unit, $6566.46 total cost"
S1063,Supplier 1063,Service Provider,Low,,"60-day payment, 7-day delivery",Fair,Seek alternative suppliers,Yes,"2.31% defect rate, Meets standards","$54.57/unit, $5521.0 total cost"
S1064,Supplier 1064,Retailer,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,Adjust delivery schedules,No,"3.9% defect rate, Meets standards","$62.38/unit, $5868.3 total cost"
S1065,Supplier 1065,Retailer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Good,"Include compliance monitoring, Seek alternative suppliers",Yes,"1.43% defect rate, Meets standards","$55.99/unit, $6246.38 total cost"
S1066,Supplier 1066,Manufacturer,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,Include compliance monitoring,Yes,"2.22% defect rate, Meets standards","$53.72/unit, $5897.48 total cost"
S1067,Supplier 1067,Manufacturer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Seek alternative suppliers, Include compliance monitoring",Yes,"2.19% defect rate, Meets standards","$67.97/unit, $5081.23 total cost"
S1068,Supplier 1068,Distributor,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Excellent,Adjust delivery schedules,Yes,"3.99% defect rate, Meets standards","$58.72/unit, $6847.98 total cost"
S1069,Supplier 1069,Service Provider,High,,"60-day payment, 7-day delivery",Poor,"Seek alternative suppliers, Adjust delivery schedules, Include compliance monitoring",Yes,"4.52% defect rate, Meets standards","$68.86/unit, $5064.84 total cost"
S1070,Supplier 1070,Distributor,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,Include compliance monitoring,No,"2.97% defect rate, Meets standards","$58.29/unit, $5464.52 total cost"
S1071,Supplier 1071,Distributor,Medium,Late Delivery,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Include compliance monitoring",Yes,"3.25% defect rate, Meets standards","$50.21/unit, $5765.34 total cost"
S1072,Supplier 1072,Retailer,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Seek alternative suppliers",Yes,"4.19% defect rate, Meets standards","$53.98/unit, $6879.53 total cost"
S1073,Supplier 1073,Service Provider,High,,"45-day payment, 10-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"4.48% defect rate, Meets standards","$66.71/unit, $5960.76 total cost"
S1074,Supplier 1074,Distributor,Low,Late Delivery,"60-day payment, 7-day delivery",Fair,Include compliance monitoring,Yes,"4.05% defect rate, Meets standards","$57.2/unit, $5437.16 total cost"
S1075,Supplier 1075,Service Provider,Medium,,"30-day payment, 5-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring",No,"2.04% defect rate, Meets standards","$66.93/unit, $6574.79 total cost"
S1076,Supplier 1076,Distributor,Low,,"45-day payment, 10-day delivery",Good,Include compliance monitoring,Yes,"1.29% defect rate, Meets standards","$57.76/unit, $6217.96 total cost"
S1077,Supplier 1077,Retailer,High,Substandard Quality,"30-day payment, 5-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"1.84% defect rate, Meets standards","$55.93/unit, $6615.21 total cost"
S1078,Supplier 1078,Manufacturer,Medium,,"30-day payment, 5-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"3.48% defect rate, Meets standards","$66.01/unit, $5385.66 total cost"
S1079,Supplier 1079,Manufacturer,High,,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",Yes,"3.2% defect rate, Meets standards","$51.45/unit, $5673.41 total cost"
S1080,Supplier 1080,Service Provider,Medium,,"30-day payment, 5-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"3.03% defect rate, Meets standards","$67.52/unit, $5989.83 total cost"
S1081,Supplier 1081,Service Provider,Low,Late Delivery,"30-day payment, 5-day delivery",Good,Adjust delivery schedules,Yes,"1.29% defect rate, Meets standards","$58.4/unit, $6056.33 total cost"
S1082,Supplier 1082,Service Provider,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules",Yes,"2.64% defect rate, Meets standards","$56.57/unit, $5507.19 total cost"
S1083,Supplier 1083,Distributor,High,Late Delivery,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Include compliance monitoring, Include penalty clauses for late delivery",No,"1.1% defect rate, Meets standards","$54.4/unit, $6461.74 total cost"
S1084,Supplier 1084,Distributor,Medium,,"60-day payment, 7-day delivery",Fair,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"3.61% defect rate, Meets standards","$61.89/unit, $5089.26 total cost"
S1085,Supplier 1085,Retailer,High,,"60-day payment, 7-day delivery",Good,"Include penalty clauses for late delivery, Adjust delivery schedules, Seek alternative suppliers",Yes,"1.98% defect rate, Meets standards","$68.96/unit, $6515.64 total cost"
S1086,Supplier 1086,Service Provider,Medium,,"45-day payment, 10-day delivery",Good,"Adjust delivery schedules, Seek alternative suppliers",Yes,"3.83% defect rate, Meets standards","$57.05/unit, $6022.92 total cost"
S1087,Supplier 1087,Retailer,High,Late Delivery,"30-day payment, 5-day delivery",Good,"Include penalty clauses for late delivery, Seek alternative suppliers, Adjust delivery schedules",No,"3.13% defect rate, Meets standards","$54.61/unit, $6795.98 total cost"
S1088,Supplier 1088,Distributor,Low,,"45-day payment, 10-day delivery",Good,Include compliance monitoring,No,"1.22% defect rate, Meets standards","$54.95/unit, $5860.18 total cost"
S1089,Supplier 1089,Retailer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules",No,"1.56% defect rate, Meets standards","$51.82/unit, $5050.63 total cost"
S1090,Supplier 1090,Retailer,Low,Late Delivery,"60-day payment, 7-day delivery",Poor,Include compliance monitoring,Yes,"4.65% defect rate, Meets standards","$54.73/unit, $6294.74 total cost"
S1091,Supplier 1091,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules",No,"4.5% defect rate, Meets standards","$62.88/unit, $5151.08 total cost"
S1092,Supplier 1092,Distributor,Medium,Substandard Quality,"30-day payment, 5-day delivery",Poor,"Include compliance monitoring, Seek alternative suppliers",No,"4.26% defect rate, Meets standards","$64.27/unit, $5255.14 total cost"
S1093,Supplier 1093,Manufacturer,Low,Late Delivery,"45-day payment, 10-day delivery",Poor,Include penalty clauses for late delivery,No,"3.28% defect rate, Meets standards","$58.33/unit, $6987.07 total cost"
S1094,Supplier 1094,Distributor,High,,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"2.44% defect rate, Meets standards","$68.87/unit, $6358.67 total cost"
S1095,Supplier 1095,Manufacturer,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,Seek alternative suppliers,Yes,"4.84% defect rate, Meets standards","$53.34/unit, $6320.15 total cost"
S1096,Supplier 1096,Distributor,Low,,"60-day payment, 7-day delivery",Fair,Adjust delivery schedules,Yes,"4.64% defect rate, Meets standards","$64.31/unit, $5670.56 total cost"
S1097,Supplier 1097,Retailer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Include compliance monitoring",No,"1.07% defect rate, Meets standards","$58.1/unit, $6083.68 total cost"
S1098,Supplier 1098,Service Provider,High,Late Delivery,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",No,"1.48% defect rate, Meets standards","$54.79/unit, $5768.18 total cost"
S1099,Supplier 1099,Manufacturer,High,Substandard Quality,"60-day payment, 7-day delivery",Excellent,"Adjust delivery schedules, Include penalty clauses for late delivery, Seek alternative suppliers",No,"3.17% defect rate, Meets standards","$53.89/unit, $5891.21 total cost"
S1100,Supplier 1100,Service Provider,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Adjust delivery schedules,No,"3.76% defect rate, Meets standards","$53.35/unit, $5457.18 total cost"
S1101,Supplier 1101,Retailer,Low,,"30-day payment, 5-day delivery",Excellent,Include penalty clauses for late delivery,Yes,"2.86% defect rate, Meets standards","$69.56/unit, $5995.09 total cost"
S1102,Supplier 1102,Retailer,High,,"30-day payment, 5-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",Yes,"1.73% defect rate, Meets standards","$57.79/unit, $5068.8 total cost"
S1103,Supplier 1103,Retailer,Low,Late Delivery,"30-day payment, 5-day delivery",Good,Include penalty clauses for late delivery,No,"2.68% defect rate, Meets standards","$62.16/unit, $6445.7 total cost"
S1104,Supplier 1104,Manufacturer,Medium,,"30-day payment, 5-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"1.82% defect rate, Meets standards","$58.65/unit, $6419.35 total cost"
S1105,Supplier 1105,Manufacturer,Medium,,"60-day payment, 7-day delivery",Poor,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"4.22% defect rate, Meets standards","$66.22/unit, $6611.69 total cost"
S1106,Supplier 1106,Retailer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,Include penalty clauses for late delivery,Yes,"3.17% defect rate, Meets standards","$65.17/unit, $5125.13 total cost"
S1107,Supplier 1107,Retailer,Medium,Late Delivery,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Adjust delivery schedules",No,"2.64% defect rate, Meets standards","$50.93/unit, $6076.82 total cost"
S1108,Supplier 1108,Distributor,High,Substandard Quality,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery, Include compliance monitoring",No,"1.57% defect rate, Meets standards","$62.83/unit, $5563.4 total cost"
S1109,Supplier 1109,Retailer,Low,,"45-day payment, 10-day delivery",Poor,Seek alternative suppliers,No,"3.06% defect rate, Meets standards","$69.38/unit, $5335.85 total cost"
S1110,Supplier 1110,Retailer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"3.27% defect rate, Meets standards","$67.01/unit, $5509.13 total cost"
S1111,Supplier 1111,Service Provider,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Fair,Seek alternative suppliers,No,"3.61% defect rate, Meets standards","$55.91/unit, $5772.63 total cost"
S1112,Supplier 1112,Distributor,High,,"30-day payment, 5-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"3.82% defect rate, Meets standards","$62.22/unit, $5634.91 total cost"
S1113,Supplier 1113,Retailer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers",Yes,"1.17% defect rate, Meets standards","$59.01/unit, $5712.16 total cost"
S1114,Supplier 1114,Service Provider,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"2.51% defect rate, Meets standards","$61.69/unit, $5221.4 total cost"
S1115,Supplier 1115,Retailer,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Include penalty clauses for late delivery,Yes,"2.49% defect rate, Meets standards","$61.24/unit, $6918.82 total cost"
S1116,Supplier 1116,Distributor,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Seek alternative suppliers,No,"1.68% defect rate, Meets standards","$64.66/unit, $6194.68 total cost"
S1117,Supplier 1117,Retailer,Medium,Late Delivery,"60-day payment, 7-day delivery",Fair,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"2.29% defect rate, Meets standards","$56.42/unit, $5012.17 total cost"
S1118,Supplier 1118,Manufacturer,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"1.18% defect rate, Meets standards","$58.65/unit, $6748.36 total cost"
S1119,Supplier 1119,Distributor,Low,,"45-day payment, 10-day delivery",Fair,Include compliance monitoring,Yes,"2.85% defect rate, Meets standards","$61.58/unit, $5405.98 total cost"
S1120,Supplier 1120,Distributor,High,Substandard Quality,"45-day payment, 10-day delivery",Good,"Seek alternative suppliers, Include compliance monitoring, Include penalty clauses for late delivery",Yes,"3.06% defect rate, Meets standards","$50.16/unit, $5323.2 total cost"
S1121,Supplier 1121,Service Provider,High,Substandard Quality,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",No,"2.96% defect rate, Meets standards","$55.43/unit, $6000.31 total cost"
S1122,Supplier 1122,Manufacturer,Medium,Late Delivery,"45-day payment, 10-day delivery",Good,"Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"1.57% defect rate, Meets standards","$59.72/unit, $5003.62 total cost"
S1123,Supplier 1123,Service Provider,High,Substandard Quality,"30-day payment, 5-day delivery",Fair,"Adjust delivery schedules, Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"1.42% defect rate, Meets standards","$53.61/unit, $6668.56 total cost"
S1124,Supplier 1124,Manufacturer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,Adjust delivery schedules,Yes,"4.04% defect rate, Meets standards","$64.38/unit, $5173.25 total cost"
S1125,Supplier 1125,Manufacturer,Low,,"45-day payment, 10-day delivery",Good,Adjust delivery schedules,No,"4.0% defect rate, Meets standards","$52.1/unit, $5462.59 total cost"
S1126,Supplier 1126,Manufacturer,Medium,,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers",No,"2.19% defect rate, Meets standards","$64.46/unit, $5669.96 total cost"
S1127,Supplier 1127,Manufacturer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"3.72% defect rate, Meets standards","$66.44/unit, $5679.38 total cost"
S1128,Supplier 1128,Retailer,Low,,"60-day payment, 7-day delivery",Good,Seek alternative suppliers,No,"4.77% defect rate, Meets standards","$63.71/unit, $6443.48 total cost"
S1129,Supplier 1129,Distributor,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,Include penalty clauses for late delivery,Yes,"4.36% defect rate, Meets standards","$68.35/unit, $5280.24 total cost"
